ID,Label,Text,Selected_Text,Selected_Text_Sentiment,Time_of_Post,User_Age,Population,Land_Size,Population_Density
217,1, LOL...I think it`s safe to say that we are not alone in our thinking!,safe,positive,7,59,5421241,365000,15
218,0," yo there ,if you guys want to make a road trip look me up in waraw or u wait  too long  Taipei","yo there ,if you guys want to make a road trip look me up in waraw or u wait  too long  Taipei",neutral,14,64,5106626,309500,16
219,1,Had a great weekend with John-back to work for 3 days then going to Illinois on Thurs & Fri for more Gigs with John,Had a great weekend,positive,18,96,220892340,770880,287
220,0,"'The things, you say, your purple prose just gives you away' what the hell is that even supposed to mean? Casino: where music goes to die",what the hell,negative,11,16,18094,460,39
221,0," dreamwidth, a new journaling site that just went into open beta.","dreamwidth, a new journaling site that just went into open beta.",neutral,14,30,5101414,6020,847
222,1, Florida should be nice.,nice.,positive,19,34,4314767,74340,58
223,0,I`m so getting the cold,I`m so getting the cold,neutral,6,58,8947024,452860,20
224,0,"bec vs fat food   --- winner = fat food  but not this weeknend, ill beat it!","bec vs fat food   --- winner = fat food  but not this weeknend, ill beat it!",neutral,12,63,7132538,397300,18
225,0,I`m sad Twits!  I`m going to miss  musiq soulchild and anthony hamilton! Ugggghhhh I LOVE them!,I`m sad Twits!  I`m going to miss  musiq soulchild and anthony hamilton! Ugggghhhh I LOVE them,neutral,22,84,32971854,1280000,26
226,1,At school. Blagh. Yay I`m getting the IPhone in August!!,Yay I`m getting the IPhone in August!!,positive,11,15,109581078,298170,368
227,0," who`s the one always working now?  oh yeah, still me.","who`s the one always working now?  oh yeah, still me.",neutral,13,28,37846611,306000,124
228,0,Oh.... great.  I think I`m getting sick.,Oh.... great.  I think I`m getting sick.,neutral,21,41,10196709,91590,111
229,1," awe I am sorry, probably true.","awe I am sorry, probably true.",positive,10,54,2881053,11610,248
230,0,  I have no idea whether or not to drink anymore...,I have no idea whether or not to drink anymore...,neutral,15,60,19237691,230170,84
231,1, Are you sure you want to know?  It`s http://bit.ly/AUuAC - it makes me want to run. In other news: Happy Star Wars Day!,: Happy,positive,23,75,145934462,16376870,9
232,0,Jus got done swimming! Soon ima need to stay outta the sun,Jus got done swimming! Soon ima need to stay outta the sun,neutral,11,11,12952218,24670,525
233,1,Today celebrating two new people becoming australian citizens. I am hoping for a good dinner.,good,positive,15,22,53199,260,205
234,0, heeeeey baby ? where are you?,heeeeey baby ? where are you?,neutral,20,33,183627,610,301
235,0,contemplating whether or not I will go to prom as I listen to my 80`s playlist. 'Somethings tellin me it might be you!' Stephen bishop,contemplating whether or not I will go to prom as I listen to my 80`s playlist. 'Somethings tellin me it might be you!' Stephen bishop,neutral,9,56,110940,390,284
236,0,home alone on a friday night  doesnt get sadder than that folks,alone,negative,12,61,198414,2830,70
237,0,is back in fine old melbourne town....,is back in fine old melbourne town....,neutral,18,95,33931,60,566
238,0,"_Beez - I`m 20% hetero-challenged, but still didn`t care for 'Milk'... I thought it was boring.",I thought it was boring.,negative,9,16,219159,960,228
239,0, I treat my hair so badly. It`s revenge for it turning grey prematurely,badly.,negative,12,25,34813871,2149690,16
240,1," Yeah, they`re great. I think we`ll hear more of them in the years to come","Yeah, they`re great.",positive,18,36,16743927,192530,87
241,1, Thanks for the advice! Went to the doctor`s and slept a lot yesterday  Must be the meds.,Thanks,positive,7,46,8737371,87460,100
242,0,http://twitpic.com/4wkzi - before prom. this is when all the chaos began,chaos,negative,15,62,98347,460,214
243,0, I`m so mad I cant go to that...you`re like an hour away from me.,I`m so mad,negative,18,90,7976983,72180,111
244,0,mozert requiem tonight,mozert requiem tonight,neutral,9,13,5850342,700,8358
245,0,Misses the good old days!,Misses the good old days!,negative,16,22,5459642,48088,114
246,0,My birthday is a week from today!,My birthday is a week from today!,neutral,20,33,2078938,20140,103
247,0,Well on a normal day I`d already be done with work...Unfortunately this is not a normal day. Which means I`ll be in the office till late.,Unfortunately,negative,8,53,686884,28000,25
248,1," last night after long drive, slept really well, now time for dino`s wasstraat","slept really well,",positive,17,67,15893222,627340,25
249,1, I wish you guys had gotten it on video,wish,positive,20,72,59308690,1213090,49
250,0, cool. I`m tempted too see it again  I feel sorry for JB though because there were hardly any people,cool. I`m tempted too see it again  I feel sorry for JB though because there were hardly any people,neutral,9,19,51269185,97230,527
251,1,  Haha ! Go Martin ! His fixed our Ski like a million times ...,Haha ! Go Martin ! His fixed our Ski like a million times ...,positive,13,26,11193725,610952,18
252,0,"Noooo my favorite coworker just got a new job, he`s doing marc jacobs shows now, not fair! I don`t want him 2 go!",not fair!,negative,21,35,46754778,498800,94
253,0,My BFF rocking Hotel California now. No  songs!  done stay the same. What`s next? Hmmm.. Careless whisper!,. Careless,negative,11,50,21413249,62710,341
254,1,  nice one,nice one,positive,13,64,43849260,1765048,25
255,0, yes but they hate it when we do it...silly boys,hate it,negative,20,91,586632,156000,4
256,1," btw, short notice I know, but we`re RSVPing no for your party- thanks so much for the invitation, though!  I`m out for 2nite too",thanks,positive,10,10,10099265,410340,25
257,0, i`m sorry but LOL! what is this about? waitt... you think your mum would still let you do bday stuff this weekend?,i`m sorry but LOL! what is this about? waitt... you think your mum would still let you do bday stuff this weekend?,neutral,16,24,8654622,39500,219
258,0, hey you ****!! that`s kinda mean dont yu think?!,hey you ****!! that`s kinda mean dont yu think?!,negative,22,34,17500658,183630,95
259,0,_Houdin blind faith. Thats a crack-up,blind faith.,negative,7,48,9537645,139960,68
260,0,has work this afternoon,has work this afternoon,neutral,14,64,59734218,885800,67
261,0, How inconsiderate!,How inconsiderate!,negative,22,72,69799978,510890,137
262,0,if aint Bee then it aint me...ya heard me?  {this for u keemie},if aint Bee then it aint me...ya heard me?  {this for u keemie},neutral,7,10,1318445,14870,89
263,0, I can`t take it,I can`t take it,negative,16,27,8278724,54390,152
264,0, what?? can`t believe it,can`t believe it,negative,21,44,105695,720,147
265,0,"NOOOOO! serena and darrian don`t remember each other, and i`ve been waiting all day to see them confess their love","NOOOOO! serena and darrian don`t remember each other, and i`ve been waiting all day to see them confess their love",neutral,8,50,1399488,5130,273
266,1,has got a degree in BS.,has got a degree in BS.,positive,13,60,11818619,155360,76
267,0," , Just read an article that buying IP`s doesn`t necessary mean to get developement teams . Does that mean   ?",", Just read an article that buying IP`s doesn`t necessary mean to get developement teams . Does that mean",neutral,18,92,84339067,770000,110
268,0,Nite nite my fellow tweeters goin to put ma ipod in n listen to some westlife missin those guys  then headin to sleep early start  7am x,Nite nite my fellow tweeters goin to put ma ipod in n listen to some westlife missin those guys  then headin to sleep early start  7am,neutral,7,18,6031200,469930,13
269,1, thanks!!! it was a ballroom dancing competition,thanks!!!,positive,15,25,11792,30,393
270,1, I concur with ! It`s priority on today`s to do list  http://twitter.com/karasw/status/1695368792,concur,positive,19,32,45741007,199810,229
271,0," ohh shardup! hehe. hes hot lah, gotta admeeet! bleh.","ohh shardup! hehe. hes hot lah, gotta admeeet! bleh.",neutral,6,54,43733762,579320,75
272,0,My dad`s not feeling well. I want to make him soup. Suggestions guys? + get well soon ayah,not feeling well.,negative,16,64,9890402,83600,118
273,0,the dates of the hockey games were confused they`re next week,confused,negative,21,74,67886011,241930,281
274,0,"well,only one week left of my holidays,sad sad",sad sad,negative,9,17,331002651,9147420,36
275,1,Karaoke at a small town bar. Having a wonderful time!,a wonderful time!,positive,14,23,3473730,175020,20
276,1,"  I care about Eurovision! And yes, they have a 50% jury-based vote this year  #eurovision2009",I care,positive,23,31,33469203,425400,79
277,1,Nothing like home-made paranthas for breakfast,Nothing like home-made paranthas for breakfast,positive,8,56,307145,12200,25
278,0," hey bettiye,  i did see her. stay tuned for videos and blog  hows was obsessed?? i need to get thru exams then imma watch it","hey bettiye,  i did see her. stay tuned for videos and blog  hows was obsessed?? i need to get thru exams then imma watch it",neutral,14,60,28435940,882050,32
279,1,_west and by music I meant awesome Christian artists.,I meant awesome Christian artists.,positive,22,83,97338579,310070,314
280,0,Please don`t vote for her out of sympathy!  #BGT,Please don`t vote for her out of sympathy!,negative,6,14,29825964,527970,56
281,1, love that birdy nest! though i already got us another kind,love that birdy nest!,positive,15,30,18383955,743390,25
282,0,missing  lol. plaid bud. haha. **** i can`t do the BG right.,missing  lol. plaid bud. haha. **** i can`t do the BG right.,negative,19,45,14862924,386850,38
283,0,About to make **** happen  *Pu+ !+ 0n M3*,About to make **** happen,neutral,11,59,38928346,652860,60
284,0," If y`all say so, I trust you on that one","If y`all say so, I trust you on that one",neutral,16,68,2877797,27400,105
285,1,oh yeah... happy Mothers day to every mom out there and to my friend`s moms,happy Mothers day,positive,22,87,43851044,2381740,18
286,0,"Colleague that 'helped' by creating his unit`s site in iWeb was NOT helpful. Trash code, 24 CSS files for a 4 page site, no optimizing.",NOT helpful.,negative,6,18,77265,470,164
287,1,haha wow there`s a song called `hit me on twitter` lmao. okay g`night,g`night,positive,14,21,32866272,1246700,26
288,0,Jay Leno has one more show left as the host of The Tonight Show,Jay Leno has one more show left as the host of The Tonight Show,neutral,19,43,97929,440,223
289,0,"I fat-fingered the Coke machine, so I am drinking a Diet Pepsi instead of a Diet Dr. Pepper.   I wish the machine used error correction!","I fat-fingered the Coke machine, so I am drinking a Diet Pepsi instead of a Diet Dr. Pepper.   I wish the machine used error correction!",neutral,10,58,45195774,2736690,17
290,0,Def wants to cuddle it out maybe play but has no one to do it with the bc is far away,no one to do it,negative,13,64,2963243,28470,104
291,0,Off to work now apparently sun shining not a valid excuse to stay home,ff to work now apparently sun shining not a valid excuse to stay home,neutral,23,97,25499884,7682300,3
292,0,I`m grounded til tomorrow. Sorry to anyone I made plans with.  It`ll have to be tomorrow. (annoyed) http://plurk.com/p/x332r,Sorry to anyone,negative,9,10,9006398,82400,109
293,1,Watching my fav movie...Two Can Play That Game! 'Ever notice how men start to act up around Spring time?' Shante Smith,my fav movie..,positive,12,24,10139177,82658,123
294,1,Hope my roommates having a good morning without TP and soap!,Hope,positive,19,38,393244,10010,39
295,0," No, I`m in the US for the weekend not the UK","No, I`m in the US for the weekend not the UK",neutral,6,50,1701575,760,2239
296,0, yeah... i guess my password was also changed... i was not able to login my FB  cahnge my pw again ...ufff,yeah... i guess my password was also changed... i was not able to login my FB  cahnge my pw again ...ufff,neutral,16,69,164689383,130170,1265
297,1, yus! :3 he was really nice,he was really nice,positive,18,87,287375,430,668
298,0,**** being broke on the day Guitar Hero Metallica comes out!  Boooooooo,Boooooooo,negative,8,20,9449323,202910,47
299,0, has more followers than me. I wanna be as cool as her. Follow her so that will never happen.,has more followers than me. I wanna be as cool as her. Follow her so that will never happen.,neutral,17,29,11589623,30280,383
